상품명,브랜드,가격,상품URL,이미지URL
양반안동소주 5년산 연꽃 흑자 45도 600ml 잔1 (soolmarket),술마켓,"31,350원",https://gift.kakao.com/product/2117921,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240612101417_38cdeedaf280400db7b23839ff1a10c8.jpg
"""특별한 복분자주"" 내장산복분자주 특14호 선물세트 600ml (16%) / 도자기잔 1개",와인/과실주,"35,000원",https://gift.kakao.com/product/616435,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20200403193933_bb7ca12103f644278cfea8bb44a7c2db
"""⭐보자기 포장⭐"" [전통주 입문자를 위한] 시작을 여는 술들, 전통주 베스트셀러 모음!",술담화,"23,900원",https://gift.kakao.com/product/4044805,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250424144727_fe8cb4b885484f4d9b3570c749be9c17.jpg
"술마켓 프리미엄막걸리세트_해창9도,우곡생주,살맛나네,느린마을한번더,나루+프리첼",술마켓,"33,580원",https://gift.kakao.com/product/3491061,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250318132442_1a691ad8b68f45ac9ae23d279d7934c9.jpg
예산 사과와인 추사 40도 500ml 사과와인브랜디_술마켓 샷잔2+토닉600 증정 (soolmarket),술마켓,"60,300원",https://gift.kakao.com/product/2075373,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250314161921_ea70d801bfe641ee96c6dcda2ce22232.jpg
"""⭐보자기 포장⭐"" [감사선물 추천] 전통주 3병+술잔 2P 선물세트+선물가방 포함! (보기에도 좋고 맛도 좋은 전통주 선물 패키지)",술담화,"42,900원",https://gift.kakao.com/product/6742430,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250424145158_8cffe56545e0465e8fba0b4a9957ccf9.jpg
토끼소주 화이트기프트세트 23도 375ml 화이트1병+토끼소주전용잔 (soolmarket),술마켓,"26,900원",https://gift.kakao.com/product/6618394,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250228095454_3eaca31276334757934e30a324aa0be6.jpg
[박재서명인]안동소주 부부탈 400ml+400ml (도수45%),소주/증류주,"56,900원",https://gift.kakao.com/product/2938254,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20210305160415_8f5173aab2584f4d90df9a3a67dd707b.jpg
양반안동소주 5년산 청자 호리병 50도 400ml 잔1,술마켓,"27,350원",https://gift.kakao.com/product/6204591,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""고급와인 선물세트"" I 너브내 레드드라이+화이트스위트 (750mlx2병) 와인선물세트 술선물추천",와인/과실주,"90,000원",https://gift.kakao.com/product/1294492,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""가벼운선물"" 원소주 스피릿 (24도 375ml) 2개입 세트",원소주,"29,800원",https://gift.kakao.com/product/5959648,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[박재서명인] 안동소주 호리병 선물세트 400mlx2병(도수45%),소주/증류주,"50,500원",https://gift.kakao.com/product/621271,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""박스포장⭐"" [위스키를 대체할 전통주] 밀양40 375ml (케이스 포함), 프렌치 뉴 오크통에 2년 이상 숙성한 브랜디",술담화,"39,000원",https://gift.kakao.com/product/10261448,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240821150928_9a8671eb21d644879c29b7df5cb3d99b.jpg
[박재서명인] 안동소주 호리병 400ml (도수45%),소주/증류주,"24,500원",https://gift.kakao.com/product/1149736,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20210305161136_64c0af6620a348d4ad2ab98e2dfee8f5.jpg
"안동소주 오봉도세트_박재서명인22,일품40,민속주안동소주45,올소안동소주25,명품안동소주30",술마켓,"49,500원",https://gift.kakao.com/product/10234990,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240816140518_3721db18577d45d193a3ebf78cc2ea9c.jpg
예산사과와인 추사애플와인 375ml (추사 애플와인 375ml),와인/과실주,"25,000원",https://gift.kakao.com/product/616254,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20230816115609_2a67b8e48e4e4137b1c8dd4cee91af04.jpg
"""레드와인 선물 추천"" 너브내 레드와인 드라이 750ml 산미와 진한바디감 와인선물추천",와인/과실주,"44,000원",https://gift.kakao.com/product/1294583,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20230419020510_de6747c03ee249d5887242e0a21e3896.JPG
40240 독도소주 27도 375ml 해양심층수 (soolmarket),술마켓,"16,560원",https://gift.kakao.com/product/9702135,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241204172025_a37ce3c6baf54adcb152701802487170.jpg
[어버이날 술 선물세트] 느린마을막걸리 750ml x 5입(6%) 전통주 탁주 선물포장 가정의달,배상면주가,"17,910원",https://gift.kakao.com/product/957983,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250107105954_c33459747b894d3f81b1995da6307a84.jpg
푸른뱀의해 백제소주1병+백제보리소주1병 375ml (25%) + 위스키잔 2개,소주/증류주,"45,000원",https://gift.kakao.com/product/7044741,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250319112100_49b6427639d1419492d6f9542c14d89d.jpg
"해창주조 프리미엄 해창18도 900ml (18%)*1병 부모님, 스승의날 선물 (soolmarket)",전통주LuX,"135,000원",https://gift.kakao.com/product/8254459,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240814165804_4f98fae3fe9542c890c523a74016ff4a.jpg
"""2025 대한민국주류대상 대상수상"" 오미로제 와인선물(세트4) (스파클링와인, 8% / 오미나라)",와인/과실주,"60,000원",https://gift.kakao.com/product/2114607,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240419160121_90eafcd134e64f529aa6e1a682692d81.jpg
그랑꼬또 로제와인 고급 선물포장 750ml (11%),와인/과실주,"38,000원",https://gift.kakao.com/product/2313272,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20220808114151_5c3f3f9ed0d84e92a90969f49283577e.jpg
"""고마운 마음 전하기"" 복순도가 손막걸리 935ml 2병",탁주,"28,000원",https://gift.kakao.com/product/1108697,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20231113094738_5db2a8b3befd4116a2b4a8d334bcd82c.png
샤토마니 아이스 와인 500ml (12%),와인/과실주,"20,000원",https://gift.kakao.com/product/780608,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""명품선물"" 원소주 클래식 (28도 375ml) 싱글 지관통 패키지",원소주,"29,900원",https://gift.kakao.com/product/6630995,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""선물용 케이스 동봉"" [위스키를 대체 할 전통주] 추사 200ml (케이스 포함), 하이볼로도 즐겨보세요!",술담화,"27,000원",https://gift.kakao.com/product/7985448,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
서해안복분자주 선운 복분자주 과실주 세트 1호 13도 1000ml (고창서해안복분자),와인/과실주,"22,100원",https://gift.kakao.com/product/660261,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"술마켓 실속막걸리세트_금정산성,대대포,호랑이,정고집동동주,선호,알밤,가평잣+프리첼",술마켓,"21,600원",https://gift.kakao.com/product/2364180,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[술 선물] 스파클링 와인 복분자주 빙탄복 370ml X 6입(7%) (배상면주가 빙탄복),배상면주가,"31,800원",https://gift.kakao.com/product/615256,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
예산사과와인 추사 사과 와인 12도 375ml_금가루 데코_와인오프너 증정 (soolmarket),술마켓,"22,500원",https://gift.kakao.com/product/2075368,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨봄 선물추천✨"" 너브내 화이트 와인(dry) 싱글기프트세트 고급 와인선물세트 추천",와인/과실주,"55,000원",https://gift.kakao.com/product/8063826,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[혼합] 해창 9도(1병) X 해창 12도(1병),탁주,"27,000원",https://gift.kakao.com/product/6129747,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20230424160608_e0ea5358f3814c01b4af6e51a06cd5d6.png
[어버이날 술 선물세트] 느린마을 약주 빙주기세트 (700ml 12% x 1병+빙주기세트) 술선물세트 가정의달,배상면주가,"49,500원",https://gift.kakao.com/product/3449908,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241104091709_c7ff99b0a79a4072a0fa179e9a22ae71.jpg
"""✨케이스 포함✨"" [사케를 대체 할 청주] 서설 대용량, 눈처럼 순수한 마음과 함께 전해보세요.",술담화,"28,000원",https://gift.kakao.com/product/9960109,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240617122617_5b74b77eb56c4b0b83b577b254f78c12.jpg
"명품안동소주 선물용 호리병 400ml 30도 ""백호와 청호""",소주/증류주,"24,900원",https://gift.kakao.com/product/9824735,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240516180641_bcf781c816f04280a25017512c1d242f.jpg
산들벗 생일호호석류와인잔세트_석류와인 750ml (12%)+별자리와인잔(선택 1종),와인/과실주,"21,000원",https://gift.kakao.com/product/3693073,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20231206094232_bc40f35a6fe44064ba02b27e22e8280a.jpg
해창 12도 찹쌀 생막걸리 900ml X 3병,탁주,"48,600원",https://gift.kakao.com/product/6129220,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20230424160944_78338b2162024378ae1ea15eb83dc302.png
"""고마운 마음 전하기"" [선물포장] 복순도가 손막걸리 3병 선물세트 (탁주)",탁주,"41,000원",https://gift.kakao.com/product/882012,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250225163404_f0f873f6259e4743a878c7ec4dd3ac67.jpg
"전통주애 선물세트 1호(문배주,이강주)",전통주애,"28,000원",https://gift.kakao.com/product/2160792,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240306155436_1db83c5eeb7647ef890838e4ce9e312d.jpg
[내장산복분자주]복분자 와인 700ml,와인/과실주,"21,000원",https://gift.kakao.com/product/749145,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20200403220726_73219682b2414f8cb1a11a56da5e399d
한정판 한영석 청명주 18.6도 375ml 녹두국_열대과일향 (soolmarket),전통주LuX,"29,250원",https://gift.kakao.com/product/7038088,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240729140805_69d10eaf78204a6f855a07f8246eb94a.jpg
명품안동소주 선물용 고급라인 '프리미엄 수' 블랙 400ml 45도 / 깔끔한술 / 고급라인 인기,소주/증류주,"59,900원",https://gift.kakao.com/product/1206002,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20200404072409_7105a56533ae40c6933f2c7c19de058d
"""500ml 대용량"" [위스키를 대체 할 전통주] 추사 500ml (케이스 동봉), 넉넉한 용량! 하이볼로도 즐겨보세요!",술담화,"67,000원",https://gift.kakao.com/product/9705085,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240523154456_f4e1adb91264474990ec22c9f195b782.jpg
해창 9도 찹쌀 생막걸리 900ml X 2병,탁주,"25,600원",https://gift.kakao.com/product/6129107,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"첫 맛은 달콤, 끝 맛은 상쾌! 황금빛으로 완성된 한 모금의 예술! ""키위와인3004[삼천포/경남사천시특산주]""",와인/과실주,"16,500원",https://gift.kakao.com/product/2237198,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
1932포천일동막걸리 담은 WHITE 750ml / 3병 (6.5%),전통주LuX,"33,000원",https://gift.kakao.com/product/806688,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
산들벗 좋은저녁 석류 생일 호호 에디션 12도 750ml 와인,와인/과실주,"18,800원",https://gift.kakao.com/product/1095415,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
토끼 소주 블랙 40도 375ml (40%) 미국 브랜힐 양조 / 샷잔2+토닉600 증정 (soolmarket),술마켓,"30,600원",https://gift.kakao.com/product/2241689,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"더한 서울의밤매실원주세트 375mlx3병 서울의밤1, 매실원주1, 유자1 샷잔2.쇼핑백",술마켓,"27,900원",https://gift.kakao.com/product/4527267,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"해치소주세트 375mlx2병_22도1병,44도1병_한국식소주_케이스증정",술마켓,"29,700원",https://gift.kakao.com/product/8187296,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""스위트와인 선물강추"" 너브내 로제 스위트와인 (750mlx1병) 달콤한디저트 생일와인 술선물세트 추천",와인/과실주,"36,000원",https://gift.kakao.com/product/1294599,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""벚꽃 생화를 넣은"" 제주왕지케 벚꽃엔딩 15도 375ml 제주벚꽃주_LED 코스터증정 (soolmarket)",술마켓,"14,400원",https://gift.kakao.com/product/9444900,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250409152135_550a5d3cf9794b18bfe9e2aefa1f8ec9.jpg
"""고급와인선물세트"" 너브내 레드와인(dry) 싱글기프트 750ml 13% 산미와 진한바디감 와인선물세트 추천",와인/과실주,"59,000원",https://gift.kakao.com/product/7471373,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250211102408_98a1f540d2fb414c92f05eaeaef84181.png
"""원소주 선물세트"" 원소주 올 인 원 패키지",원소주,"54,900원",https://gift.kakao.com/product/7876932,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241028112655_b5b041a69ef64d4ca29638b99ce890ad.png
