상품명,브랜드,가격,상품URL,이미지URL
"[파머스기프트] 프리미엄 과일선물세트10종 에메랄드3호 (멜론,애플망고)5.5kg이상",온브릭스,"69,800원",https://gift.kakao.com/product/2337777,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[원월드] 프리미엄 고당도 골드망고 과일선물세트 2.1kg (로얄과/5~7입),원월드,"22,900원",https://gift.kakao.com/product/1180614,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"프리미엄만 엄선한, 태국 마하차녹 무지개망고 4kg이상(특품/8-14입)",온브릭스,"32,900원",https://gift.kakao.com/product/9541368,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 알록달록 고당도 마하차녹 무지개망고 2.7kg (7~9입/로얄과),수플린,"24,900원",https://gift.kakao.com/product/11095090,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"달콤한 과즙이 가득 찬 프리미엄 망고 3종 9입 선물세트 브리즈13호 (총3kg이상, 보자기 선물포장)",라라르떼,"45,900원",https://gift.kakao.com/product/11559651,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[프루미츠] 제주 서귀포인정 초고당도 카라향 선물세트 3kg(특품/12~20입) 카네이션 브로치 증정,프루미츠,"27,800원",https://gift.kakao.com/product/3618765,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""보자기포장"" 고품격 과일혼합선물 클래식 3호++ (3.2kg내외/9입)",가든클래식스,"47,800원",https://gift.kakao.com/product/9428746,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[설레원x위미농협] 제주 고당도 천혜향 3kg (9~15입/13brix),설레원,"29,800원",https://gift.kakao.com/product/8945539,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
항공직송 프리미엄 태국 골드망고 선물세트 2kg이상(5-6입/특품),온브릭스,"22,900원",https://gift.kakao.com/product/6654284,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨대왕망고✨"" 항공직송 프리미엄 고당도 대왕 애플망고 선물세트 2.8kg이상(6입/특품)",온브릭스,"49,800원",https://gift.kakao.com/product/7275682,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[미과]계절을 담아낸 소중한 제철과일 혼합선물세트 10종(17입) 5.3kg+감사토퍼,미과,"47,800원",https://gift.kakao.com/product/10148278,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
껍질째 먹는 세척 사과 2kg(특품/8-10입),온브릭스,"26,900원",https://gift.kakao.com/product/3482764,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
새콤달콤 고당도 썬키스트 블랙라벨 오렌지 30과/5.8kg이상,미과,"22,900원",https://gift.kakao.com/product/9305746,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 향긋한 프리미엄 고당도 머스크 메론 과일선물세트 총3.2KG이상 (1입 1.6KG/ 총 2입),수플린,"29,900원",https://gift.kakao.com/product/2403171,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"[친환경] 품종부터 차별화, 온리브릭스 신틸라 블루베리 400g이상(로열과/14-16mm이상)",온브릭스,"24,900원",https://gift.kakao.com/product/6768111,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[Onbrix Gift] 고당도 사과 선물세트 3kg이상(10-12입/특품),온브릭스,"49,900원",https://gift.kakao.com/product/2196001,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[탐라왕] 고당도 제주 천혜향 선물세트 4.5kg 로얄과(16-22입),탐라왕,"45,900원",https://gift.kakao.com/product/2268719,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[원월드] 프리미엄 고당도 애플망고&태국망고 1.8kg (로얄과/4~6입),원월드,"25,900원",https://gift.kakao.com/product/10195223,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 감사를 전하는 과일혼합 7종 선물세트 (자르뎅 2호 / 4kg 이상),수플린,"49,900원",https://gift.kakao.com/product/7033675,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
항공직송 프리미엄 애플망고&골드망고 선물세트 2kg이상(6입/특품),온브릭스,"29,900원",https://gift.kakao.com/product/2334381,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[온브릭스] 프리미엄 고당도 애플망고 2kg(특품/4~6입),온브릭스,"33,900원",https://gift.kakao.com/product/2315539,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 달콤시원한 고당도 프리미엄 수박 5~6kg 이상 (12brix이상),수플린,"25,900원",https://gift.kakao.com/product/11298454,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""항공직송"" 프리미엄만 엄선한, 태국 골드망고 4kg이상(8-14입)",온브릭스,"32,900원",https://gift.kakao.com/product/6656476,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린X디즈니] 프리미엄 태국 골드망고 2kg (로얄과/5~7입),수플린,"19,900원",https://gift.kakao.com/product/10628892,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨꿀수박✨"" 최적의 산지만, 프리미엄 함안 수박 6~7kg(12Brix/특품)",온브릭스,"32,900원",https://gift.kakao.com/product/2377110,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""제주에서 온 선물"" [탐라왕] 고당도 한라봉 선물세트 3kg 로얄과(8-12입)",탐라왕,"25,900원",https://gift.kakao.com/product/2253895,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[원월드] 바로먹는 프리미엄 고당도 태국 골드망고 4kg (로얄과/8~15입),원월드,"35,900원",https://gift.kakao.com/product/9763379,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"[보자기증정] 고급 과일바구니, 카멜3호 10종 5.6kg이상(멜론,애플망고)",온브릭스,"100,000원",https://gift.kakao.com/product/7374868,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 고당도 마하차녹망고 4kg 이상 (로얄과/8~14입),수플린,"29,900원",https://gift.kakao.com/product/9563709,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"참외 명산지 성주에서 온, 고당도 참외 2kg이상(6-8입/로열과)",온브릭스,"19,900원",https://gift.kakao.com/product/4090277,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[탐라왕] 고당도 제주 천혜향 4kg (로얄과/13~22입),탐라왕,"35,900원",https://gift.kakao.com/product/10939453,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250115114329_4cdec5cf51d84aa09dfe7025abf5e742.png
"[보자기증정] 고급 과일바구니, 베이지1호 8종 3.5kg이상(용과,혼합망고)",온브릭스,"59,800원",https://gift.kakao.com/product/7277187,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250321144312_aabcc266a1cb44fdbc27fecebe254872.jpg
"[파머스기프트] 프리미엄 과일선물세트7종 연두1호 (파인애플,골드망고)3.9kg이상",온브릭스,"39,800원",https://gift.kakao.com/product/6036339,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250401160516_cc4817c2faa840af9e152ecb3919554a.jpg
[수플린] 달콤상큼 애플망고&태국골드망고 총 2KG 이상 (4~6입/로얄과),수플린,"35,900원",https://gift.kakao.com/product/4478284,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250131124313_c908298dad074edfb8aa1a7b234ec4f2.jpg
[수플린] 품격 있는 프리미엄 11종 선물세트 (자르뎅 4호 / 5.7kg 이상),수플린,"79,900원",https://gift.kakao.com/product/7952247,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250430184530_6b98f03527364f74a3c2c973cb30338d.jpg
[수플린] 프리미엄 샤인머스켓 과일선물세트 총1.3KG이상 (특품/2입),수플린,"35,900원",https://gift.kakao.com/product/2503129,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250131110056_7f84d8a8cafa47e99dd320b3969f3187.jpg
[원월드] 바로먹는 프리미엄 고당도 애플망고 4kg (로얄과/8~10입),원월드,"55,900원",https://gift.kakao.com/product/10190421,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250214095331_28c54709c85345d597148ebbad5dd915.jpg
[수플린] 고당도 영주 미니 별사과 과일선물세트 총 810G 이상 (9개입/18brix),수플린,"22,900원",https://gift.kakao.com/product/6089623,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241104193530_8e4a19eb4f1b4826b651d06211e58036.jpg
[수플린] 실속 담은 정성 과일선물세트 7종 혼합 (자르뎅 1호 / 3.9kg 이상),수플린,"39,900원",https://gift.kakao.com/product/7952459,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250430183628_dc69adc5365343bc9f2b6f8b10536a7f.jpg
"[파머스기프트] 프리미엄 과일선물세트11종 로열그린(멜론,혼합망고)8.8kg이상",온브릭스,"109,800원",https://gift.kakao.com/product/4692699,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250321174117_f81b8c0705ef4f5b894213e1262a8134.jpg
달콤하고 영양가득 제스프리 골드키위 3kg(25과),미과,"32,900원",https://gift.kakao.com/product/10821895,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241122143930_5f2a321eeb6b4435911d5566dac7a405.jpg
"""항공직송"" 프리미엄만 엄선한, 태국 골드망고 2kg이상(5-7입)",온브릭스,"19,900원",https://gift.kakao.com/product/6171682,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250421150652_a64fb313e0c240218a5dbe348b934257.jpg
"최적의 산지만, 프리미엄 함안 수박 5~6kg(12Brix/특품)",온브릭스,"29,900원",https://gift.kakao.com/product/2446202,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 항공직송으로 신선한 고당도 태국골드망고 총 4kg 이상 (로얄과/8~14입),수플린,"32,900원",https://gift.kakao.com/product/2373504,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[온브릭스] 당도선별 고당도 제주 카라향 4kg (특품/27-48입),온브릭스,"34,900원",https://gift.kakao.com/product/11460632,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨싱그러운✨"" 제2의 샤인머스켓, 어텀크리스피 애플 청포도 (특대/700*2팩)",온브릭스,"24,900원",https://gift.kakao.com/product/6639616,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"[파머스기프트] 프리미엄 과일선물세트6종 라임2호 (멜론,애플망고)3.3kg이상",온브릭스,"45,900원",https://gift.kakao.com/product/4692780,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250401160803_01108da26b79442fa706f586191ca317.jpg
[원월드] 프리미엄 고당도 애플망고 과일선물세트 2.1kg (로얄과/5~6입),원월드,"32,900원",https://gift.kakao.com/product/1180671,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250425110032_1d0b4ab1c75d430887544aa58b6d7b41.jpg
달콤하게 골드키위 10과(1.2kg)+태국망고 2과(700g)/2kg,미과,"18,800원",https://gift.kakao.com/product/11212936,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250221145141_8e1cc87703244e6eb54f9f90bf8ef434.jpg
"[온브릭스] 항공직송 망고 3종 선물세트 3.6kg 이상 (애플망고,골드망고,마하차녹)",온브릭스,"49,900원",https://gift.kakao.com/product/11375551,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250321134121_0271ba8fb4aa4b599ce9d9a67b9afa55.jpg
제스프리 골드키위 선물세트 2.3kg이상(점보사이즈/개당150g이상),온브릭스,"27,900원",https://gift.kakao.com/product/9788506,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250423171425_67b8ec6567e74cb0bc9ef856191bb4f1.jpg
[수플린] 프리미엄 금실 딸기와 무지개망고 선물세트 총 1.6kg 이상,수플린,"29,900원",https://gift.kakao.com/product/11193590,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250219095924_af3c52dd104b46fcabaa449d51f292ed.jpg
"참외 명산지 성주에서 온, 고당도 참외 4kg이상(로열과/12~16입)",온브릭스,"39,800원",https://gift.kakao.com/product/6656239,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240514152440_05b3ea6834e54c82a43464f2e40849c3.jpg
[수플린] 내맘대로 골라먹는 망고 오마카세 총 2.9KG 이상 (애플망고/마하차녹망고/태국망고),수플린,"39,900원",https://gift.kakao.com/product/9506418,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250404113753_ab13e99533c144188924544255478d5a.jpg
"보장된 달콤함, 제스프리 골드키위 1.5kg이상(점보사이즈/개당150g이상)",온브릭스,"18,900원",https://gift.kakao.com/product/2407063,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250429161109_d7afbc44dc8041c180dc2926f4ba0746.jpg
"[보자기증정] 고급 과일바구니, 카멜4호 10종 5.4kg이상(파인애플,애플망고)",온브릭스,"74,800원",https://gift.kakao.com/product/7374919,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250321144949_e59beeddcaf14e569a1c4762e2f9faaa.jpg
[가든] 고당도 함안 프리미엄 꿀수박 5~6kg(특품),가든클래식스,"25,900원",https://gift.kakao.com/product/11440788,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250403150509_d3d7b628aed948ba95e235d80cf2b10c.jpg
[탐라왕] 고당도 제주 천혜향 선물세트 4.5kg 특대과(10-15입),탐라왕,"59,900원",https://gift.kakao.com/product/2268726,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250115113930_309cd71fdfed430d8906df12d45588da.png
[온브릭스] 공주 유기농 신틸라 블루베리 500g (로열과/14-16mm이상),온브릭스,"29,900원",https://gift.kakao.com/product/9861732,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[1+1] 아삭아삭 고당도 씨없는 청포도 2kg (1kg*2팩),수플린,"14,900원",https://gift.kakao.com/product/11337206,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[대디스팜] 품격있는 제철 혼합 과일세트 프리미엄 No.5 (4.2kg내외/10입),대디스팜,"52,800원",https://gift.kakao.com/product/8441410,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"[보자기증정] 고급 과일바구니, 카멜1호 10종 7.3kg이상(멜론,애플망고)",온브릭스,"109,800원",https://gift.kakao.com/product/7000482,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[라라르떼] 새콤달콤 과즙이 가득찬 프리미엄 만다린 귤 1.2kg (12brix이상),라라르떼,"13,800원",https://gift.kakao.com/product/9836295,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 향긋한 프리미엄 고당도 머스크 메론 1.6KG 이상 (1입/로얄과),수플린,"17,900원",https://gift.kakao.com/product/2430260,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 제주오감 고당도 한라봉 과일선물세트 총 2.5KG (13Brix이상/8~11입),수플린,"25,900원",https://gift.kakao.com/product/6189161,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 블랙라벨 프리미엄 샤인머스켓&망고&사과&배 과일선물세트 1호 총 4.5KG이상,수플린,"89,900원",https://gift.kakao.com/product/7607250,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""완벽한 당도&과즙"" 프리미엄 어텀크리스피 포도 2입 선물세트 1kg(500g*2팩) (쁘띠 1호)",라라르떼,"19,800원",https://gift.kakao.com/product/10141246,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250411115357_2e0cac35f85049e3b5a875fea8975f3e.jpg
[온브릭스] 당도선별 고당도 제주 카라향 2.5kg (특품/17-30입),온브릭스,"24,900원",https://gift.kakao.com/product/4613979,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250410150938_4da195a480f343e2a24b26e822a00b8d.jpg
"""당도선별"" [프루미츠] 제주 서귀포인정 제철 고당도 천혜향 선물세트 3kg (특품/8-10입) 카네이션 브로치 증정",프루미츠,"30,000원",https://gift.kakao.com/product/5004075,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250425140315_f21e219867cf4de0999b5469a854e223.jpg
"붉은색 과육, 제스프리 루비 레드키위 1kg (10-12입/로열과)",온브릭스,"18,900원",https://gift.kakao.com/product/11393133,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250410091819_2688cc534d9b43f3a864b203ef753226.jpg
달콤한 스테비아 토마토 대추토망고 500g+500g,미과,"9,900원",https://gift.kakao.com/product/2043548,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20230512141019_2b1b5b02131f4dc3966d610c0f3b5349.jpg
달콤하고 영양많은 제스프리 썬골드키위 1.4kg(10-12과),미과,"14,800원",https://gift.kakao.com/product/4542452,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250421112923_77ceca5ecf4b419780d7acd42be843ed.jpg
[수플린] 마음 전하는 프리미엄 혼합과일 8종 (자르뎅 3호 / 4.3kg 이상),수플린,"59,900원",https://gift.kakao.com/product/7033885,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250430184226_97be630282a0471180259e0373806751.jpg
[원월드] 바로먹는 프리미엄 고당도 마하차녹 무지개망고 4kg (로얄과/8~13입),원월드,"35,900원",https://gift.kakao.com/product/9763339,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250428140950_109aed95c37a4bccbc4ca1c90f0ea7e3.jpg
[아실청담] 제철과일 선물세트 삼색소담 1호 2.1kg 만춘 (귤 오렌지 사과 참외 블루베리 태국망고 애플망고),아실,"49,800원",https://gift.kakao.com/product/6960278,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250424152013_8d5aa0ae05a3442680fd5af723832f36.jpg
[수플린] 새콤달콤 쫀득한 프리미엄 고당도 애플망고 총 3.6kg 이상 (8~9입),수플린,"58,900원",https://gift.kakao.com/product/6761350,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20230629181656_cb3633d7f3094589b90f314bfbd5d8fc.jpg
"[수플린] 베리에디션, 홈파티 과일 선물세트 총 1kg 이상 (2종/금실딸기,블루베리)",수플린,"55,900원",https://gift.kakao.com/product/10821525,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250326184326_8f0481696d0446febc5b28fe4338a260.jpg
"상위 1% 망고의 탄생, 온리브릭스 애플망고 3.8kg이상(7-9입/특품)",온브릭스,"79,800원",https://gift.kakao.com/product/10658772,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241122100032_d93d3adbeb684af4a33bcaadc53f5f42.jpg
"보장된 달콤함, 제스프리 골드키위 1.1kg이상(점보사이즈/개당150g이상)",온브릭스,"14,900원",https://gift.kakao.com/product/10296198,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✈직수입✈"" 프리미엄만 엄선한, 태국 골드망고 5kg이상(12-16입)",온브릭스,"39,900원",https://gift.kakao.com/product/6668571,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""보자기포장"" 고품격 과일혼합선물 클래식 1호!! (3.3kg내외/9입)",가든클래식스,"49,800원",https://gift.kakao.com/product/9428788,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[온브릭스] 공주 유기농 신틸라 블루베리 500g (특대과/18mm이상),온브릭스,"39,900원",https://gift.kakao.com/product/11316932,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[프루미츠] 달콤한 부드러움 담은 한 상자 골드 키위 8입 & 태국 망고 4입 2.2kg 선물세트,프루미츠,"29,800원",https://gift.kakao.com/product/10577326,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 항공직송으로 신선한 고당도 태국골드망고 총 1.4KG 이상 (로얄과/4~6입),수플린,"27,900원",https://gift.kakao.com/product/9198698,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 아삭달콤 프리미엄 고당도 샤인머스켓 총 650g 이상 (1입),수플린,"18,900원",https://gift.kakao.com/product/2503132,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
더 크고 더 달고 JUMBO 제스프리 골드키위 20입(3.2kg)+감사한마음 토퍼증정,미과,"31,900원",https://gift.kakao.com/product/9794547,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
