상품명,브랜드,가격,상품URL,이미지URL
"""✨골프선물추천✨"" [본사직영] 볼빅 콤비 프리즘360 THE WINNER 골프공 6구 볼마커 선물세트 (+쇼핑백증정)",볼빅,"33,000원",https://gift.kakao.com/product/9743127,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""골프선물 인기아이템"" [라운딩선물] 볼빅골프공+간식세트 / 골프공 4구 간식세트 / 볼빅 NEW 3PIECE 골프공/ 골프선물",골프선물,"29,900원",https://gift.kakao.com/product/9862577,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240710185910_ac0f6b37ed82412abaf0916569a4d587.jpg
[갤러리아] [볼빅 정품] ALL NEW 트리플소프트 골프공_3피스_G,볼빅,"24,280원",https://gift.kakao.com/product/6687837,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241028202532_5d467d0209e445efae25222b9534abb3.jpg
"""골프 선물"" 노티드 슈가베어 골프공4P + 볼마커 세트",노티드 골프,"31,500원",https://gift.kakao.com/product/10056161,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240712110344_ebf6d9fb736148c38e78b92085392f1f.jpg
"""✨25년대박선물✨"" [볼빅] 2025년 프리즘360 신년볼 청사 푸른뱀 에디션 3피스 골프공 6구",볼빅,"29,000원",https://gift.kakao.com/product/10678287,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250114130525_fd6494062eec4190b5fccde148da836e.jpg
"""✨친구가골라요✨"" [본사직영] 볼빅 컬러 비비드 4구 골프공 선물세트 9종모음",볼빅,"19,000원",https://gift.kakao.com/product/11019585,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250113171728_7ddad54fcdb243ccbbab40916585002d.jpg
[캐디톡 정품] 25년 신상품 minion 미니온 플러스 거리측정기,골프용품,"219,000원",https://gift.kakao.com/product/11328906,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250421140035_e0e931298bbe4649b561d94a13add4cc.jpg
"""✨귀여운선물✨"" [본사직영] 볼빅 디즈니 미니마우스 비비드 LONG 골프공 4알+미니마우스 볼마커",볼빅,"28,000원",https://gift.kakao.com/product/3468822,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240516113706_8a9945a11b234f7d86119c4e958285ea.jpg
"""새차/첫차 선물"" [벨리곰X위글위글] 차량용 방향제",위글위글 스포츠,"31,800원",https://gift.kakao.com/product/8097831,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20231201151213_cb6859e999674e23bcd33bd92bef7cde.jpg
"""✨오늘제일잘친공✨"" [본사직영] 볼빅 오잘공 360 퍼팅라인 3피스 골프공 12구",볼빅,"45,000원",https://gift.kakao.com/product/10446371,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241024112325_ae39370239f344b4a8701aaa79fab40d.jpg
"""⛳골프 선물 추천"" [친구가 골라요!] 타이틀리스트, 풋조이, 캘러웨이 프리미엄 골프공, 골프장갑 외 균일가 16종 택1",골프선물,"30,000원",https://gift.kakao.com/product/6530636,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240829142047_4b3125530fbc430e84bb30b53ebc7962.jpg
"""✨골프추천 선물✨"" [볼빅] 2025년 프리즘360 신년볼 푸른뱀 에디션 3피스 골프공 12구",볼빅,"50,000원",https://gift.kakao.com/product/11154160,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FtHH1Bx-zzbGBLZuALO3e-A%2FyrZNyXVgv45ayz4-q4_d3o6-oo5on6o3yMEKRlrkOEA.jpg
"""✨골프선물추천✨"" [본사직영] 볼빅 해피박스 생일팩 3피스 골프공 4구 선물세트",볼빅,"19,000원",https://gift.kakao.com/product/10088179,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240925121009_b71db53610764f6bb3896458991f3ca6.png
"""✨골프볼 선물추천✨"" 브리지스톤 TOUR B JGR 골프공 (브리지스톤 투어 골프공)",골프공,"34,900원",https://gift.kakao.com/product/4172881,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""⛳골프 선물 추천"" [친구가 골라요!] 캘러웨이, 넥센, 볼빅 외 가성비 비거리 골프공 7종 택1",골프공,"24,500원",https://gift.kakao.com/product/9828140,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[본사직영] 볼빅 플라워360 리미티드 에디션 3피스 골프공 8구 선물세트,볼빅,"34,000원",https://gift.kakao.com/product/11156940,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨럭키비키✨"" [본사직영] 볼빅 ""홀인원 기운 가득 담아"" 행운의 네잎클로버 그린 4구 골프공 선물세트",볼빅,"19,000원",https://gift.kakao.com/product/7769747,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""⛳비거리 선물⛳"" 볼빅 신형 비비드 썬키스트 무광 2피스 비거리 골프공 24알",볼빅,"35,000원",https://gift.kakao.com/product/10944967,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""⭐골프선물 공/운⭐"" [카카오프렌즈 골프] R3 기프트 에디션 (12알)",프렌즈골프,"32,000원",https://gift.kakao.com/product/11575076,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨오징어게임✨"" [본사직영] 볼빅 오징어 게임 스페셜 6구 골프공 + 볼마커 3종 SET",볼빅,"39,900원",https://gift.kakao.com/product/10739372,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""골프선물 인기아이템"" [친구가골라요!] 제이린드버그 골프 버킷햇 남여 벙거지 골프모자 택1",골프선물,"69,000원",https://gift.kakao.com/product/9836988,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""부와 행운의 선물!"" 부자되세요! 로또번호가 들어있는 볼빅 로또볼 선물세트/3피스 골프공/6구 볼마커 세트/골프선물",볼빅,"39,800원",https://gift.kakao.com/product/7731554,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240213133434_2490ae42122f40eb8bcd713fd927e412.jpg
"""⛳필드필수템선물⛳"" [볼빅] 스컬 라이크라 골프장갑 왼손 남성용",볼빅,"19,000원",https://gift.kakao.com/product/9697334,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240423181633_c452d79fab43479da20831fc447afc81.jpg
"""⛳골프 선물 추천"" 24년 신상품 캐디톡 minion 미니온 거리측정기",골프용품,"179,000원",https://gift.kakao.com/product/9479557,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FVXUgMTnWP3QnWT-Q7UWTZA%2FKSPpQRryStyrLB5FDbB9O1vELElcv3Xg7MO_Cd69I_c.jpg
"""홀인원기념 싱글선물"" 포포베 정품 NEW 골프 퍼터키퍼 그린보수기",골프용품,"21,900원",https://gift.kakao.com/product/4977869,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20220617163618_e7080f5fc2464beeb02692fd757e5294.jpg
[본사직영] 볼빅 쥬얼리 프리즘360 듀얼코어 3피스 골프공 12구 (+슬리브증정),볼빅,"50,000원",https://gift.kakao.com/product/9687906,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240503172417_faebfa946f404c4eab285d6b0e37f8e4.jpg
"""귀여운 골프 선물"" [볼빅X츄파춥스] 12알 골프공 비비드 컬러볼 2피스",츄파춥스골프,"43,900원",https://gift.kakao.com/product/2178206,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20200921181505_563517fe61774a8b91bc03c5a2acebf5.jpg
"""귀여운 골프 선물"" [라인프렌즈] 골프 캐릭터 샐리 계란판 계란볼 샐리볼 골프공 세트 6알",라인프렌즈골프,"30,000원",https://gift.kakao.com/product/2179372,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20200922182345_841f7ab1ce564225ba5c7ca2d7072dab.jpg
볼빅 선물용 3피스 골프공 반반볼 가이드라인볼,볼빅,"47,900원",https://gift.kakao.com/product/10207478,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FX0Rbe4aMzofhSZ6_51EYIw%2F9hxy3wHKVu5UeLkpwTGrUfw57QPCvIKHBsQDx5bU3YI.jpg
[던롭스포츠코리아 정품] 스릭슨 Q-STAR 투어 디바이드 우레탄 골프공_3피스,골프공,"50,000원",https://gift.kakao.com/product/3817844,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FVXUgMTnWP3QnWT-Q7UWTZA%2FGZcPyRWQ2kobZHlC6rAWhWvkjZCTQns6rW82MtJkqLo.jpg
[갤러리아] 알투지 R2G 메이트 MINI 거리측정기,골프용품,"199,000원",https://gift.kakao.com/product/11369047,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250430192536_77f8e5c413b34de5ba74cea336b444cd.jpg
"""귀여운 골프 선물"" [라인프렌즈] 바시티 VARSITY 드라이버 커버",라인프렌즈골프,"45,000원",https://gift.kakao.com/product/3952904,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20220203170205_1013cd3c536d432f8558830365e97491.jpg
"""귀여운 골프 선물"" [TRGT] 스마일리 골프공 4구 파우치 세트 3피스 골프공 칼라볼",스마일리골프,"39,000원",https://gift.kakao.com/product/6270503,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20221208153818_27cab746a54d4044a118463a13bb97fd.jpg
"""✨비거리센스선물✨"" [볼빅] 신형 비비드 썬키스트 무광 2피스 비거리 골프공 12알",볼빅,"23,000원",https://gift.kakao.com/product/8753269,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[갤러리아] 볼빅 VBDB 여성 양손 양피 장갑,볼빅,"21,900원",https://gift.kakao.com/product/11362413,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
캐논 24년 신상품 파워샷 골프 거리측정기,골프용품,"429,000원",https://gift.kakao.com/product/10094376,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨골프추천 선물✨"" [볼빅] 2025년 신년볼 푸른뱀 에디션 3피스 골프공 6구",볼빅,"25,000원",https://gift.kakao.com/product/11154811,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
볼빅 맥스고 골프공 12구 고반발 비거리 장타 컬러 3피스,볼빅,"50,000원",https://gift.kakao.com/product/10866425,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨비거리폭발✨"" [본사직영] 볼빅 2024 마그마 플러스 고반발 비거리 비공인 3피스 골프공 12구",볼빅,"48,000원",https://gift.kakao.com/product/8813218,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""⛳센스있는골프선물⛳"" [볼빅] 참이슬 비비드 무광 3피스 골프공 4알+볼마커",볼빅,"24,000원",https://gift.kakao.com/product/9696097,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
볼빅 프리미엄 골프파우치 백 클러치백 남성 여성 골프 손가방 홀인원 선물 고급 포장 박스,볼빅,"35,000원",https://gift.kakao.com/product/10868004,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""귀여운 골프 선물"" [볼빅X츄파춥스] 막대형 15알세트 골프공 비비드 컬러볼 2피스 골프티",츄파춥스골프,"79,000원",https://gift.kakao.com/product/7607634,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20230828105856_84ad236b366c4ed098d6dc5e511b53d8.jpg
"""골프선물 인기아이템"" G/FORE 지포어 골프 남성 모자 스냅백 - SHUT YOUR FACE - G4AS23H37-SNO",골프선물,"75,000원",https://gift.kakao.com/product/9002234,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240123161213_ba827fbdafca40f48261cf5dac4bb4bb.jpg
"""⛳센스있는골프선물⛳"" [볼빅] 신형 과일맛 우유팩 무광 2피스 골프공 10알",볼빅,"29,000원",https://gift.kakao.com/product/10270008,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241105132151_50eb61719bf646538a7b18d1a315651c.jpg
"""⛳귀여운올인원선물⛳"" [볼빅] 포켓몬 피카츄 3피스 골프공 6구+볼마커",볼빅,"29,000원",https://gift.kakao.com/product/8026656,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241105133145_37165ce0a9d544dd8f5a8c579e2829a5.jpg
[넥센정품] 세인트나인 C 3피스 골프공 우레탄&설린 커버 택1,골프공,"38,000원",https://gift.kakao.com/product/5049703,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FVXUgMTnWP3QnWT-Q7UWTZA%2F6zDmtkPcLJ6Wg3V4pQaWD-XkswShZivJt-lnN8oxDug.jpg
"[친구가 골라요!] 풋조이, 던롭, 나이키 골프장갑, 골프볼 외 인기 골프 선물 16종 택1",골프용품,"20,000원",https://gift.kakao.com/product/6530571,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FVXUgMTnWP3QnWT-Q7UWTZA%2FNSVrwgJBsoRokEGjGUT41Oa29pREL5mNyHPF3D6e3Lc.jpg
버크 프리미엄 기프트 5종 세트 (볼타올 퍼터키퍼 디봇 볼마커 골프티),골프용품,"39,900원",https://gift.kakao.com/product/10224355,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FVXUgMTnWP3QnWT-Q7UWTZA%2F5qKcJhLu6pv_BqaQr3BnaRE5HVgd6ZxDVA61f_B79ZE.jpg
[볼빅 정품] Dr.M 닥터엠 무광 2피스 골프공 12알,골프공,"21,000원",https://gift.kakao.com/product/2164646,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240429112113_6e3f348f54404ca7b145dfaf155bc765.jpg
"""✨여름골프필수템✨"" [본사직영] 볼빅 핫썸머 자외선 UV 차단 쿨링 냉감 마스크 2024년",볼빅,"19,000원",https://gift.kakao.com/product/9871793,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240527144814_2da7550aeeea4307a13ed0e80e1e4add.jpg
볼빅 맥스고 골프공 6구 고반발 비거리 장타 컬러 3피스,볼빅,"26,000원",https://gift.kakao.com/product/10865858,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241203115059_6d5d11e846834468858b5521d3c45a7e.jpg
2박스 총24구/혼마 NEW 투어월드 3피스 우레탄 골프공 택1,골프공,"56,900원",https://gift.kakao.com/product/9910241,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FpS6oBDNJuEOccOeiYRZQrQ%2FkQKRtvN3nxUPrtR-IRUDnYJqfebs6k-t9Y-TMMm8TCo.jpg
"""✨기능성모자✨"" [본사직영] 볼빅 퍼포먼스 사파리 버킷햇 남성 여성 골프모자 2025년",볼빅,"35,000원",https://gift.kakao.com/product/11386958,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250324120652_9752cf5ea8df4b88893cffd3dbb11831.jpg
볼빅 쥬얼리 프리즘 360 여성 3피스 골프공,볼빅,"47,900원",https://gift.kakao.com/product/10041658,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨2알슬리브증정✨"" [본사직영] 볼빅 비비드 콤비 무광 컬러 반반볼 골프공 3피스 12구 (+쇼핑백증정)",볼빅,"45,000원",https://gift.kakao.com/product/7318663,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""골프장갑 강추"" [볼빅] VBCB 퍼포먼스 양피 남성 골프장갑 3개 세트",볼빅,"29,900원",https://gift.kakao.com/product/9883838,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""귀여운 골프 선물"" [라인프렌즈] 미니니 minini 우드 유틸리티 클럽커버 5종 택1",라인프렌즈골프,"42,000원",https://gift.kakao.com/product/7100628,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""✨2알슬리브증정✨"" [본사직영] 볼빅 크리스탈 콤비 유광 컬러 반반볼 골프공 12구 (+쇼핑백증정)",볼빅,"50,000원",https://gift.kakao.com/product/7318698,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""⛳자외선차단필수템⛳"" [볼빅] 이중방풍 프리미엄 골프우산",볼빅,"33,000원",https://gift.kakao.com/product/9697183,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""골프선물 추천"" [더그린컵 X 에이미원더] 골프공 파우치",더그린컵,"32,000원",https://gift.kakao.com/product/7099096,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""⛳골프 선물 추천"" 알투지 메이트 미니 삼각측정 레이저 골프 거리측정기",골프용품,"199,000원",https://gift.kakao.com/product/9763542,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"""골프선물 인기아이템"" [친구가골라요!] 제이린드버그 골프 양말 볼마커 골프용품 악세사리 택1",골프선물,"29,800원",https://gift.kakao.com/product/9836998,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240521135049_b77c1772ca894a8d9c4a7023db7a6395.jpg
"""✨비거리 골프볼"" 볼빅 NEW 미라클 프리미엄 골프공",골프공,"17,900원",https://gift.kakao.com/product/2163889,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20220325182734_3bd9bea7b19648c08688de1c0b270b3c.jpg
"""귀여운 골프 선물"" [볼빅X츄파춥스] 막대형 20알세트 골프공 비비드 컬러볼 2피스 골프티",츄파춥스골프,"100,000원",https://gift.kakao.com/product/2178224,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20200921181934_9a37fef660fa46f8bbcb6b47b245847f.jpg
"""귀여운 골프 선물"" [TRGT] 스마일리 골프공 12구 더즌 세트 3피스볼 골프공 (화이트,옐로우 혼합)",스마일리골프,"43,900원",https://gift.kakao.com/product/6270354,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20221208143455_0ceae5caecca492bad01299e1aa862f2.jpg
"""⛳골프 선물 추천"" [잔망루피 정품] 골프 캐릭터 드라이버 커버",골프용품,"55,000원",https://gift.kakao.com/product/8524037,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FVXUgMTnWP3QnWT-Q7UWTZA%2F9rNYs1f_l9uIooyzq0yoYp0-8fY6CeoobUqCOp_05LU.jpg
몬자 자동리턴 퍼팅 매트 C29309,골프용품,"33,900원",https://gift.kakao.com/product/6471279,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FpS6oBDNJuEOccOeiYRZQrQ%2Fd3zMXZyoWiYLCIkoXGVaI32Gzku5Gcsnp7VDsksA-0k.jpg
[라인프렌즈] 다이노 브라운 드라이버 커버 V2,라인프렌즈골프,"40,000원",https://gift.kakao.com/product/2178102,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20200921171612_631554ae192242148f27be657855ec39.jpg
삼양정품 핑 G430 SFT 드라이버 ALTA J CB BLACK,골프용품,"599,000원",https://gift.kakao.com/product/11513147,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FVXUgMTnWP3QnWT-Q7UWTZA%2FBxCiQrTO1VK8IrdFnhGcVp_oS35EHh1GnXWKPNc6D-c.jpg
"""⛳비거리숏게임선물⛳"" [볼빅] 비비드, 크리스탈 콤비 디바이드 2종 모음",볼빅,"40,000원",https://gift.kakao.com/product/10764127,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2FPcv2ELP65Aky2ywjEdCI3g%2Fp5a4Y6K_y4p4KVFQUkgC7JHpoEOuABaA_57E_mzDfWU.jpg
"""✨골프선물✨"" [카카오프렌즈 골프] R3 티샷에디션 라이언",프렌즈골프,"29,900원",https://gift.kakao.com/product/11597990,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250428135943_57dd550b855744da9af98aaa13da2494.jpg
